"DateTime","Daily new deaths","7MA"
"2020-08-01 00:00:00",4,8
"2020-08-02 00:00:00",8,8.285714285714286
"2020-08-03 00:00:00",9,8
"2020-08-04 00:00:00",10,8
"2020-08-05 00:00:00",10,8.285714285714286
"2020-08-06 00:00:00",9,8.571428571428571
"2020-08-07 00:00:00",18,9.714285714285714
"2020-08-08 00:00:00",10,10.571428571428571
"2020-08-09 00:00:00",7,10.428571428571429
"2020-08-10 00:00:00",9,10.428571428571429
"2020-08-11 00:00:00",11,10.571428571428571
"2020-08-12 00:00:00",8,10.285714285714286
"2020-08-13 00:00:00",9,10.285714285714286
"2020-08-14 00:00:00",9,9
"2020-08-15 00:00:00",10,9
"2020-08-16 00:00:00",3,8.428571428571429
"2020-08-17 00:00:00",10,8.571428571428571
"2020-08-18 00:00:00",10,8.428571428571429
"2020-08-19 00:00:00",7,8.285714285714286
"2020-08-20 00:00:00",12,8.714285714285714
"2020-08-21 00:00:00",7,8.428571428571429
"2020-08-22 00:00:00",8,8.142857142857142
"2020-08-23 00:00:00",7,8.714285714285714
"2020-08-24 00:00:00",7,8.285714285714286
"2020-08-25 00:00:00",14,8.857142857142858
"2020-08-26 00:00:00",10,9.285714285714286
"2020-08-27 00:00:00",11,9.142857142857142
"2020-08-28 00:00:00",10,9.571428571428571
"2020-08-29 00:00:00",11,10
"2020-08-30 00:00:00",0,9
"2020-08-31 00:00:00",18,10.571428571428571
"2020-09-01 00:00:00",7,9.571428571428571
"2020-09-02 00:00:00",10,9.571428571428571
"2020-09-03 00:00:00",7,9
"2020-09-04 00:00:00",9,8.857142857142858
"2020-09-05 00:00:00",9,8.571428571428571
"2020-09-06 00:00:00",0,8.571428571428571
"2020-09-07 00:00:00",32,10.571428571428571
"2020-09-08 00:00:00",21,12.571428571428571
"2020-09-09 00:00:00",12,12.857142857142858
"2020-09-10 00:00:00",24,15.285714285714286
"2020-09-11 00:00:00",16,16.285714285714285
"2020-09-12 00:00:00",7,16
"2020-09-13 00:00:00",0,16
"2020-09-14 00:00:00",31,15.857142857142858
"2020-09-15 00:00:00",12,14.571428571428571
"2020-09-16 00:00:00",16,15.142857142857142
"2020-09-17 00:00:00",17,14.142857142857142
"2020-09-18 00:00:00",20,14.714285714285714
"2020-09-19 00:00:00",20,16.571428571428573
"2020-09-20 00:00:00",0,16.571428571428573
"2020-09-21 00:00:00",39,17.714285714285715
"2020-09-22 00:00:00",15,18.142857142857142
"2020-09-23 00:00:00",21,18.857142857142858
"2020-09-24 00:00:00",14,18.428571428571427
"2020-09-25 00:00:00",17,18
"2020-09-26 00:00:00",16,17.428571428571427
"2020-09-27 00:00:00",0,17.428571428571427
"2020-09-28 00:00:00",33,16.571428571428573
"2020-09-29 00:00:00",19,17.142857142857142
"2020-09-30 00:00:00",24,17.571428571428573
"2020-10-01 00:00:00",13,17.428571428571427
"2020-10-02 00:00:00",13,16.857142857142858
"2020-10-03 00:00:00",20,17.428571428571427
"2020-10-04 00:00:00",0,17.428571428571427
"2020-10-05 00:00:00",37,18
"2020-10-06 00:00:00",17,17.714285714285715
"2020-10-07 00:00:00",20,17.142857142857142
"2020-10-08 00:00:00",16,17.571428571428573
"2020-10-09 00:00:00",15,17.857142857142858
"2020-10-10 00:00:00",21,18
"2020-10-11 00:00:00",0,18
"2020-10-12 00:00:00",32,17.285714285714285
"2020-10-13 00:00:00",16,17.142857142857142
"2020-10-14 00:00:00",10,15.714285714285714
"2020-10-15 00:00:00",25,17
"2020-10-16 00:00:00",9,16.142857142857142
"2020-10-17 00:00:00",15,15.285714285714286
"2020-10-18 00:00:00",0,15.285714285714286
"2020-10-19 00:00:00",21,13.714285714285714
"2020-10-20 00:00:00",18,14
"2020-10-21 00:00:00",14,14.571428571428571
"2020-10-22 00:00:00",15,13.142857142857142
"2020-10-23 00:00:00",14,13.857142857142858
"2020-10-24 00:00:00",17,14.142857142857142
"2020-10-25 00:00:00",0,14.142857142857142
"2020-10-26 00:00:00",30,15.428571428571429
"2020-10-27 00:00:00",17,15.285714285714286
"2020-10-28 00:00:00",11,14.857142857142858
"2020-10-29 00:00:00",17,15.142857142857142
"2020-10-30 00:00:00",14,15.142857142857142
"2020-10-31 00:00:00",14,14.714285714285714
"2020-11-01 00:00:00",0,14.714285714285714
"2020-11-02 00:00:00",19,13.142857142857142
"2020-11-03 00:00:00",15,12.857142857142858
"2020-11-04 00:00:00",12,13
"2020-11-05 00:00:00",13,12.428571428571429
"2020-11-06 00:00:00",9,11.714285714285714
"2020-11-07 00:00:00",11,11.285714285714286
"2020-11-08 00:00:00",0,11.285714285714286
"2020-11-09 00:00:00",27,12.428571428571429
"2020-11-10 00:00:00",11,11.857142857142858
"2020-11-11 00:00:00",11,11.714285714285714
"2020-11-12 00:00:00",14,11.857142857142858
"2020-11-13 00:00:00",10,12
"2020-11-14 00:00:00",9,11.714285714285714
"2020-11-15 00:00:00",0,11.714285714285714
"2020-11-16 00:00:00",20,10.714285714285714
"2020-11-17 00:00:00",12,10.857142857142858
"2020-11-18 00:00:00",10,10.714285714285714
"2020-11-19 00:00:00",11,10.285714285714286
"2020-11-20 00:00:00",9,10.142857142857142
"2020-11-21 00:00:00",0,8.857142857142858
"2020-11-22 00:00:00",0,8.857142857142858
"2020-11-23 00:00:00",33,10.714285714285714
"2020-11-24 00:00:00",21,12
"2020-11-25 00:00:00",12,12.285714285714286
"2020-11-26 00:00:00",5,11.428571428571429
"2020-11-27 00:00:00",11,11.714285714285714
"2020-11-28 00:00:00",0,11.714285714285714
"2020-11-29 00:00:00",0,11.714285714285714
"2020-11-30 00:00:00",36,12.142857142857142
"2020-12-01 00:00:00",5,9.857142857142858
"2020-12-02 00:00:00",8,9.285714285714286
"2020-12-03 00:00:00",18,11.142857142857142
"2020-12-04 00:00:00",16,11.857142857142858
"2020-12-05 00:00:00",0,11.857142857142858
"2020-12-06 00:00:00",0,11.857142857142858
"2020-12-07 00:00:00",52,14.142857142857142
"2020-12-08 00:00:00",21,16.428571428571427
"2020-12-09 00:00:00",18,17.857142857142858
"2020-12-10 00:00:00",18,17.857142857142858
"2020-12-11 00:00:00",13,17.428571428571427
"2020-12-12 00:00:00",0,17.428571428571427
"2020-12-13 00:00:00",0,17.428571428571427
"2020-12-14 00:00:00",41,15.857142857142858
"2020-12-15 00:00:00",20,15.714285714285714
"2020-12-16 00:00:00",11,14.714285714285714
"2020-12-17 00:00:00",13,14
"2020-12-18 00:00:00",16,14.428571428571429
"2020-12-19 00:00:00",0,14.428571428571429
"2020-12-20 00:00:00",0,14.428571428571429
"2020-12-21 00:00:00",41,14.428571428571429
"2020-12-22 00:00:00",14,13.571428571428571
"2020-12-23 00:00:00",14,14
"2020-12-24 00:00:00",21,15.142857142857142
"2020-12-25 00:00:00",0,12.857142857142858
"2020-12-26 00:00:00",0,12.857142857142858
"2020-12-27 00:00:00",0,12.857142857142858
"2020-12-28 00:00:00",58,15.285714285714286
"2020-12-29 00:00:00",12,15
"2020-12-30 00:00:00",15,15.142857142857142
"2020-12-31 00:00:00",14,14.142857142857142
"2021-01-01 00:00:00",0,14.142857142857142
"2021-01-02 00:00:00",0,14.142857142857142
"2021-01-03 00:00:00",0,14.142857142857142
"2021-01-04 00:00:00",44,12.142857142857142
"2021-01-05 00:00:00",19,13.142857142857142
"2021-01-06 00:00:00",19,13.714285714285714
"2021-01-07 00:00:00",19,14.428571428571429
"2021-01-08 00:00:00",19,17.142857142857142
"2021-01-09 00:00:00",0,17.142857142857142
"2021-01-10 00:00:00",0,17.142857142857142
"2021-01-11 00:00:00",48,17.714285714285715
"2021-01-12 00:00:00",14,17
"2021-01-13 00:00:00",17,16.714285714285715
"2021-01-14 00:00:00",17,16.428571428571427
"2021-01-15 00:00:00",15,15.857142857142858
"2021-01-16 00:00:00",0,15.857142857142858
"2021-01-17 00:00:00",0,15.857142857142858
"2021-01-18 00:00:00",42,15
"2021-01-19 00:00:00",19,15.714285714285714
"2021-01-20 00:00:00",15,15.428571428571429
"2021-01-21 00:00:00",14,15
"2021-01-22 00:00:00",12,14.571428571428571
"2021-01-23 00:00:00",0,14.571428571428571
"2021-01-24 00:00:00",0,14.571428571428571
"2021-01-25 00:00:00",40,14.285714285714286
"2021-01-26 00:00:00",9,12.857142857142858
"2021-01-27 00:00:00",17,13.142857142857142
"2021-01-28 00:00:00",15,13.285714285714286
"2021-01-29 00:00:00",5,12.285714285714286
"2021-01-30 00:00:00",0,12.285714285714286
"2021-01-31 00:00:00",0,12.285714285714286
"2021-02-01 00:00:00",30,10.857142857142858
"2021-02-02 00:00:00",7,10.571428571428571
"2021-02-03 00:00:00",9,9.428571428571429
"2021-02-04 00:00:00",12,9
"2021-02-05 00:00:00",10,9.714285714285714
"2021-02-06 00:00:00",0,9.714285714285714
"2021-02-07 00:00:00",0,9.714285714285714
"2021-02-08 00:00:00",20,8.285714285714286
"2021-02-09 00:00:00",6,8.142857142857142
"2021-02-10 00:00:00",3,7.285714285714286
"2021-02-11 00:00:00",9,6.857142857142857
"2021-02-12 00:00:00",4,6
"2021-02-13 00:00:00",0,6
"2021-02-14 00:00:00",0,6
"2021-02-15 00:00:00",16,5.428571428571429
"2021-02-16 00:00:00",7,5.571428571428571
"2021-02-17 00:00:00",8,6.285714285714286
"2021-02-18 00:00:00",11,6.571428571428571
"2021-02-19 00:00:00",7,7
"2021-02-20 00:00:00",0,7
"2021-02-21 00:00:00",0,7
"2021-02-22 00:00:00",19,7.428571428571429
"2021-02-23 00:00:00",3,6.857142857142857
"2021-02-24 00:00:00",8,6.857142857142857
"2021-02-25 00:00:00",3,5.714285714285714
"2021-02-26 00:00:00",4,5.285714285714286
"2021-02-27 00:00:00",0,5.285714285714286
"2021-02-28 00:00:00",0,5.285714285714286
"2021-03-01 00:00:00",12,4.285714285714286
"2021-03-02 00:00:00",8,5
"2021-03-03 00:00:00",4,4.428571428571429
"2021-03-04 00:00:00",5,4.714285714285714
"2021-03-05 00:00:00",4,4.714285714285714
"2021-03-06 00:00:00",0,4.714285714285714
"2021-03-07 00:00:00",0,4.714285714285714
"2021-03-08 00:00:00",0,3
"2021-03-09 00:00:00",15,4
"2021-03-10 00:00:00",0,3.4285714285714284
"2021-03-11 00:00:00",0,2.7142857142857144
"2021-03-12 00:00:00",14,4.142857142857143
"2021-03-13 00:00:00",0,4.142857142857143
"2021-03-14 00:00:00",0,4.142857142857143
"2021-03-15 00:00:00",0,4.142857142857143
"2021-03-16 00:00:00",24,5.428571428571429
"2021-03-17 00:00:00",0,5.428571428571429
"2021-03-18 00:00:00",0,5.428571428571429
"2021-03-19 00:00:00",10,4.857142857142857
"2021-03-20 00:00:00",0,4.857142857142857
"2021-03-21 00:00:00",0,4.857142857142857
"2021-03-22 00:00:00",0,4.857142857142857
"2021-03-23 00:00:00",12,3.142857142857143
"2021-03-24 00:00:00",0,3.142857142857143
"2021-03-25 00:00:00",0,3.142857142857143
"2021-03-26 00:00:00",23,5
"2021-03-27 00:00:00",0,5
"2021-03-28 00:00:00",0,5
"2021-03-29 00:00:00",0,5
"2021-03-30 00:00:00",26,7
"2021-03-31 00:00:00",0,7
"2021-04-01 00:00:00",0,7
"2021-04-02 00:00:00",0,3.7142857142857144
"2021-04-03 00:00:00",0,3.7142857142857144
"2021-04-04 00:00:00",0,3.7142857142857144
"2021-04-05 00:00:00",0,3.7142857142857144
"2021-04-06 00:00:00",43,6.142857142857143
"2021-04-07 00:00:00",0,6.142857142857143
"2021-04-08 00:00:00",0,6.142857142857143
"2021-04-09 00:00:00",18,8.714285714285714
"2021-04-10 00:00:00",0,8.714285714285714
"2021-04-11 00:00:00",0,8.714285714285714
"2021-04-12 00:00:00",0,8.714285714285714
"2021-04-13 00:00:00",26,6.285714285714286
"2021-04-14 00:00:00",0,6.285714285714286
"2021-04-15 00:00:00",21,9.285714285714286
"2021-04-16 00:00:00",6,7.571428571428571
"2021-04-17 00:00:00",0,7.571428571428571
"2021-04-18 00:00:00",0,7.571428571428571
"2021-04-19 00:00:00",28,11.571428571428571
"2021-04-20 00:00:00",5,8.571428571428571
"2021-04-21 00:00:00",11,10.142857142857142
"2021-04-22 00:00:00",10,8.571428571428571
"2021-04-23 00:00:00",11,9.285714285714286
"2021-04-24 00:00:00",7,10.285714285714286
"2021-04-25 00:00:00",0,10.285714285714286
"2021-04-26 00:00:00",25,9.857142857142858
"2021-04-27 00:00:00",18,11.714285714285714
"2021-04-28 00:00:00",16,12.428571428571429
"2021-04-29 00:00:00",15,13.142857142857142
"2021-04-30 00:00:00",14,13.571428571428571
"2021-05-01 00:00:00",0,12.571428571428571
"2021-05-02 00:00:00",0,12.571428571428571
"2021-05-03 00:00:00",59,17.428571428571427
"2021-05-04 00:00:00",20,17.714285714285715
"2021-05-05 00:00:00",16,17.714285714285715
"2021-05-06 00:00:00",15,17.714285714285715
"2021-05-07 00:00:00",24,19.142857142857142
"2021-05-08 00:00:00",0,19.142857142857142
"2021-05-09 00:00:00",0,19.142857142857142
"2021-05-10 00:00:00",65,20
"2021-05-11 00:00:00",26,20.857142857142858
"2021-05-12 00:00:00",26,22.285714285714285
"2021-05-13 00:00:00",32,24.714285714285715